JobID|JobIDRaw|JobName|Partition|MaxVMSize|MaxVMSizeNode|MaxVMSizeTask|AveVMSize|MaxRSS|MaxRSSNode|MaxRSSTask|AveRSS|MaxPages|MaxPagesNode|MaxPagesTask|AvePages|MinCPU|MinCPUNode|MinCPUTask|AveCPU|NTasks|AllocCPUS|Elapsed|State|ExitCode|AveCPUFreq|ReqCPUFreqMin|ReqCPUFreqMax|ReqCPUFreqGov|ReqMem|ConsumedEnergy|MaxDiskRead|MaxDiskReadNode|MaxDiskReadTask|AveDiskRead|MaxDiskWrite|MaxDiskWriteNode|MaxDiskWriteTask|AveDiskWrite|ReqTRES|AllocTRES|TRESUsageInAve|TRESUsageInMax|TRESUsageInMaxNode|TRESUsageInMaxTask|TRESUsageInMin|TRESUsageInMinNode|TRESUsageInMinTask|TRESUsageInTot|TRESUsageOutMax|TRESUsageOutMaxNode|TRESUsageOutMaxTask|TRESUsageOutAve|TRESUsageOutTot|
14904950.batch|14904950.batch|batch||240711740K|n0046.dori0|0|240711740K|232045600K|n0046.dori0|0|232045600K|162|n0046.dori0|0|162|00:15:25|n0046.dori0|0|00:15:25|1|34|00:18:14|OUT_OF_MEMORY|0:125|2.79M|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||cpu=34,mem=228G,node=1|cpu=00:15:25,energy=0,fs/disk=8014,mem=232045600K,pages=162,vmem=240711740K|cpu=00:15:25,energy=0,fs/disk=8014,mem=232045600K,pages=162,vmem=240711740K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:15:25,energy=0,fs/disk=8014,mem=232045600K,pages=162,vmem=240711740K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:15:25,energy=0,fs/disk=8014,mem=232045600K,pages=162,vmem=240711740K|energy=0,fs/disk=214|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14904950.extern|14904950.extern|extern||12K|n0046.dori0|0|12K|12K|n0046.dori0|0|12K|0|n0046.dori0|0|0|00:00:00|n0046.dori0|0|00:00:00|1|34|00:18:14|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||billing=34,cpu=34,mem=228G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14910853|14910853|bowtie2|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910858|14910858|bowtie1|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910865|14910865|mummer4|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910867|14910867|bbmap_skimmer|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910887|14910887|blastn|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910889|14910889|mmseqs|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910890|14910890|spacer_containment|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910891|14910891|strobealign|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910897|14910897|lexicmap|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14910918|14910918|minimap2|dori||||||||||||||||||34|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|228G|0|||||||||billing=34,cpu=34,mem=228G,node=1|||||||||||||||
14912211|14912211|bbmap_skimmer|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912212|14912212|blastn|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912213|14912213|bowtie1|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912214|14912214|bowtie2|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912215|14912215|lexicmap|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912216|14912216|minimap2|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912217|14912217|mmseqs|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912218|14912218|mummer4|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912219|14912219|spacer_containment|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14912220|14912220|strobealign|dori||||||||||||||||||24|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=24,cpu=24,mem=128G,node=1|||||||||||||||
14914787|14914787|bowtie2|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914884|14914884|bbmap_skimmer|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914885|14914885|blastn|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914886|14914886|bowtie1|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914887|14914887|bowtie2|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914888|14914888|lexicmap|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914889|14914889|minimap2|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914890|14914890|mmseqs|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914891|14914891|mummer4|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914892|14914892|spacer_containment|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14914893|14914893|strobealign|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915070|14915070|bbmap_skimmer|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915071|14915071|blastn|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915072|14915072|bowtie1|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915073|14915073|bowtie2|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915074|14915074|lexicmap|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915075|14915075|minimap2|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915076|14915076|mmseqs|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915077|14915077|mummer4|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915078|14915078|spacer_containment|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915079|14915079|strobealign|dori||||||||||||||||||14|00:00:00|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|||||||||||||||
14915186|14915186|bbmap_skimmer|dori||||||||||||||||||14|00:00:04|FAILED|1:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915186.batch|14915186.batch|batch||43528K|n0083.dori0|0|43528K|0|n0083.dori0|0|0|248|n0083.dori0|0|248|00:00:00|n0083.dori0|0|00:00:00|1|14|00:00:04|FAILED|1:0|2.79M|0|0|0||0|0|n0083.dori0|0|0|0.00M|n0083.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=248,vmem=43528K|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=248,vmem=43528K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=248,vmem=43528K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=0,mem=0,pages=248,vmem=43528K|energy=0,fs/disk=1|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915186.extern|14915186.extern|extern||12K|n0083.dori0|0|12K|12K|n0083.dori0|0|12K|0|n0083.dori0|0|0|00:00:00|n0083.dori0|0|00:00:00|1|14|00:00:05|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915187|14915187|blastn|dori||||||||||||||||||14|1-01:29:05|COMPLETED|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915187.batch|14915187.batch|batch||93467372K|n0083.dori0|0|93467372K|415728K|n0083.dori0|0|415728K|70096|n0083.dori0|0|70096|13-23:29:20|n0083.dori0|0|13-23:29:20|1|14|1-01:29:05|COMPLETED|0:0|2K|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=13-23:29:20,energy=0,fs/disk=8081,mem=415728K,pages=70096,vmem=93467372K|cpu=13-23:29:20,energy=0,fs/disk=8081,mem=415728K,pages=70096,vmem=93467372K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=13-23:29:20,energy=0,fs/disk=8081,mem=415728K,pages=70096,vmem=93467372K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=13-23:29:20,energy=0,fs/disk=8081,mem=415728K,pages=70096,vmem=93467372K|energy=0,fs/disk=214|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915187.extern|14915187.extern|extern||12K|n0083.dori0|0|12K|12K|n0083.dori0|0|12K|0|n0083.dori0|0|0|00:00:00|n0083.dori0|0|00:00:00|1|14|1-01:29:05|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915188|14915188|bowtie1|dori||||||||||||||||||14|00:17:50|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915188.batch|14915188.batch|batch||144535128K|n0049.dori0|0|144535128K|143560184K|n0049.dori0|0|143560184K|232|n0049.dori0|0|232|00:13:00|n0049.dori0|0|00:13:00|1|14|00:17:50|OUT_OF_MEMORY|0:125|3.72M|0|0|0||0|0.01M|n0049.dori0|0|0.01M|0.00M|n0049.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=00:13:00,energy=0,fs/disk=8085,mem=143560184K,pages=232,vmem=144535128K|cpu=00:13:00,energy=0,fs/disk=8085,mem=143560184K,pages=232,vmem=144535128K|cpu=n0049.dori0,energy=n0049.dori0,fs/disk=n0049.dori0,mem=n0049.dori0,pages=n0049.dori0,vmem=n0049.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:13:00,energy=0,fs/disk=8085,mem=143560184K,pages=232,vmem=144535128K|cpu=n0049.dori0,energy=n0049.dori0,fs/disk=n0049.dori0,mem=n0049.dori0,pages=n0049.dori0,vmem=n0049.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:13:00,energy=0,fs/disk=8085,mem=143560184K,pages=232,vmem=144535128K|energy=0,fs/disk=214|energy=n0049.dori0,fs/disk=n0049.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915188.extern|14915188.extern|extern||12K|n0049.dori0|0|12K|12K|n0049.dori0|0|12K|0|n0049.dori0|0|0|00:00:00|n0049.dori0|0|00:00:00|1|14|00:17:50|COMPLETED|0:0|3.72M|0|0|0||0|0.01M|n0049.dori0|0|0.01M|0.00M|n0049.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0049.dori0,energy=n0049.dori0,fs/disk=n0049.dori0,mem=n0049.dori0,pages=n0049.dori0,vmem=n0049.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0049.dori0,energy=n0049.dori0,fs/disk=n0049.dori0,mem=n0049.dori0,pages=n0049.dori0,vmem=n0049.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0049.dori0,fs/disk=n0049.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915189|14915189|bowtie2|dori||||||||||||||||||14|00:22:09|OUT_OF_MEMORY|0:125||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915189.batch|14915189.batch|batch||134341384K|n0046.dori0|0|134341384K|126486536K|n0046.dori0|0|126486536K|791|n0046.dori0|0|791|00:14:21|n0046.dori0|0|00:14:21|1|14|00:22:09|OUT_OF_MEMORY|0:125|3.72M|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=00:14:21,energy=0,fs/disk=8085,mem=126486536K,pages=791,vmem=134341384K|cpu=00:14:21,energy=0,fs/disk=8085,mem=126486536K,pages=791,vmem=134341384K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:14:21,energy=0,fs/disk=8085,mem=126486536K,pages=791,vmem=134341384K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:14:21,energy=0,fs/disk=8085,mem=126486536K,pages=791,vmem=134341384K|energy=0,fs/disk=214|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915189.extern|14915189.extern|extern||12K|n0046.dori0|0|12K|12K|n0046.dori0|0|12K|0|n0046.dori0|0|0|00:00:00|n0046.dori0|0|00:00:00|1|14|00:22:09|COMPLETED|0:0|3.72M|0|0|0||0|0.01M|n0046.dori0|0|0.01M|0.00M|n0046.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0046.dori0,energy=n0046.dori0,fs/disk=n0046.dori0,mem=n0046.dori0,pages=n0046.dori0,vmem=n0046.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0046.dori0,fs/disk=n0046.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915190|14915190|lexicmap|dori||||||||||||||||||14|03:31:11|CANCELLED by 91591|0:0||Unknown|Unknown|Unknown|128G||||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915190.batch|14915190.batch|batch||145636500K|n0083.dori0|0|145636500K|84225688K|n0083.dori0|0|84225688K|153|n0083.dori0|0|153|1-22:27:02|n0083.dori0|0|1-22:27:02|1|14|03:31:12|CANCELLED|0:15|20K|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=1-22:27:02,energy=0,fs/disk=8089,mem=84225688K,pages=153,vmem=145636500K|cpu=1-22:27:02,energy=0,fs/disk=8089,mem=84225688K,pages=153,vmem=145636500K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=1-22:27:02,energy=0,fs/disk=8089,mem=84225688K,pages=153,vmem=145636500K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=1-22:27:02,energy=0,fs/disk=8089,mem=84225688K,pages=153,vmem=145636500K|energy=0,fs/disk=214|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
14915190.extern|14915190.extern|extern||12K|n0083.dori0|0|12K|12K|n0083.dori0|0|12K|0|n0083.dori0|0|0|00:00:00|n0083.dori0|0|00:00:00|1|14|03:31:11|COMPLETED|0:0|2.79M|0|0|0||0|0.01M|n0083.dori0|0|0.01M|0.00M|n0083.dori0|0|0.00M||billing=14,cpu=14,mem=128G,node=1|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|cpu=n0083.dori0,energy=n0083.dori0,fs/disk=n0083.dori0,mem=n0083.dori0,pages=n0083.dori0,vmem=n0083.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:00:00,energy=0,fs/disk=5329,mem=12K,pages=0,vmem=12K|energy=0,fs/disk=1|energy=n0083.dori0,fs/disk=n0083.dori0|fs/disk=0|energy=0,fs/disk=1|energy=0,fs/disk=1|
14915191|14915191|minimap2|dori||||||||||||||||||14|00:20:17|COMPLETED|0:0||Unknown|Unknown|Unknown|128G|0|||||||||billing=14,cpu=14,mem=128G,node=1|billing=14,cpu=14,mem=128G,node=1||||||||||||||
14915191.batch|14915191.batch|batch||99368540K|n0035.dori0|0|99368540K|63243408K|n0035.dori0|0|63243408K|75|n0035.dori0|0|75|00:44:17|n0035.dori0|0|00:44:17|1|14|00:20:17|COMPLETED|0:0|1.18M|0|0|0||0|0.01M|n0035.dori0|0|0.01M|0.00M|n0035.dori0|0|0.00M||cpu=14,mem=128G,node=1|cpu=00:44:17,energy=0,fs/disk=8089,mem=63243408K,pages=75,vmem=99368540K|cpu=00:44:17,energy=0,fs/disk=8089,mem=63243408K,pages=75,vmem=99368540K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:44:17,energy=0,fs/disk=8089,mem=63243408K,pages=75,vmem=99368540K|cpu=n0035.dori0,energy=n0035.dori0,fs/disk=n0035.dori0,mem=n0035.dori0,pages=n0035.dori0,vmem=n0035.dori0|cpu=0,fs/disk=0,mem=0,pages=0,vmem=0|cpu=00:44:17,energy=0,fs/disk=8089,mem=63243408K,pages=75,vmem=99368540K|energy=0,fs/disk=214|energy=n0035.dori0,fs/disk=n0035.dori0|fs/disk=0|energy=0,fs/disk=214|energy=0,fs/disk=214|
